序号,题目,答案,正确答案
576,成立最早、加入国家最多、影响最大的区域经济集团是（ ）,A、欧洲联盟 B、北美自由贸易区 C、亚太经济合作组织 D、东南亚经济合作组织 ,正确答案： A
577,科学社会主义的直接思想来源是（）,A、16至17世纪以莫尔为代表的早期空想社会主义 B、18世纪以摩莱里为代表的空想平均共产主义 C、19世纪初期以圣西门、傅立叶、欧文为代表的空想社会主 D、0世纪以苏联模式为代表的当代社会主义 ,正确答案： C
578,当前，为实现共产主义而奋斗，应集中体现在（）,A、贯彻与落实科学发展观 B、构建和谐社会 C、建设社会主义新农村 D、为建设中国特色社会主义而奋斗 ,正确答案： D
579,马克思基本原理的含义（ ）,A、就是马克思主义的基本立场 B、就是马克思主义的基本观点 C、就是马克思主义的基本方法 D、就是马克思主义的基本立场、基本观点和基本方法的总称 ,正确答案： D
580,马克思主义哲学的直接理论来源是（ ）,A、古希腊朴素唯物主义哲学 B、17世纪英国实验唯物主义哲学 C、18世纪法国唯物主义哲学 D、19世纪德国古典哲学 ,正确答案： D
581,下列选项中不属于物质范畴的是（ ）,A、涨潮和退潮 B、日蚀和月蚀 C、生产力和生产关系 D、体育竞赛的程序和规则 ,正确答案： D
582,建筑单位总是先设计图纸，再依据图纸施工，盖成大楼。这说明（ ）,A、意识决定物质 B、意识创造物 C、意识反作用于物质 D、意识离不开物质 ,正确答案： C
583,印度一位教授曾对一棵树算了两笔不同的账：一棵正常生长50年的树，按市场上的木材价格计算，最多值300多美元；但从它产生的氧气、减少大气污染、涵养水源、可以为鸟类与其他动物提供栖息环境的生态效益看，则值20万美元。这种算帐方法强调了（ ）,A、事物存在的客观性 B、人类认识的主观性 C、事物联系的多样性 D、事物运动的规律性 ,正确答案： C
584,建设社会主义先进文化，对传统文化和外来文化必须批判地继承。这种态度依据的哲学道理是（ ）,A、辨证否定的原理 B、新事物必然战胜旧事物的原理 C、世界是过程集合体的原理 D、量变是质变的必要准备的原理 ,正确答案： A
585,建设有中国特色的社会主义体现了（ ）,A、矛盾的同一性和斗争性统一 B、矛盾的普遍性与特殊性的统一 C、事物发展量变和质变的统一 D、事物发展的前进性和曲折性的统一 ,正确答案： B
586,“社会一旦有技术上的需要，则这种需要会比十所大学更能把科学推向前进”。这表明（ ）,A、实践是沟通主客体关系的桥梁 B、实践是检验认识真理性的标准 C、实践为认识提供物质手段 D、实践的需要是推动认识发展的动力 ,正确答案： D
587,真理与谬误在一定条件下可以相互转化，这是因为（ ）,A、真理与谬误本身没有严格的界 B、真理与谬误的区别是主观错误造成的 C、谬误中包含着真理的因素 D、真理与谬误具有同一性 ,正确答案： D
588,实践是检验真理的唯一标准，因为它是（ ）,A、把主观和客观联系起来的桥梁 B、感性的物质活 C、有意识的能动性活动 D、社会历史性活动 ,正确答案： A
589,在人类社会发展中起决定作用的因素是（ ）,A、地理环境 B、人口因素 C、生产方式 D、阶级斗争 ,正确答案： C
590,历史观的基本问题是（ ）,A、思维与存在关系问题 B、社会存在与社会意识的关系问题 C、精神与物质的关系问 D、经济社会与可持续发展问题 ,正确答案： B
591,下列各组社会意识形式中，全部属于意识形态范围的是（）,A、生物虚学、道德、宗教 B、逻辑学、哲学、道 C、法律思想、艺术、语言学 D、政治思想、哲学、宗教 ,正确答案： D
592,改革在人类历史上具有普遍性，因为它是（）,A、统治阶级向被统治阶级实行让步 B、对社会体制进行改善和革新 C、实行社会制度更替的一种形式 D、缓和阶级矛盾、保持社会稳定的一种手段 ,正确答案： B
593,商品使用价值和价值的关系是（）,A、有价值的东西不一定有使用价值 B、没有价值的东西就没有使用价值 C、使用价值是价值的物质承担者 D、有使用价值的东西就有价值 ,正确答案： C
594,货币的本质是（）,A、商品交换的媒介 B、特殊等价 C、一般等价物 D、能带来剩余价值的价值 ,正确答案： C
595,简单商品经济的基本矛盾是（ ）,A、使用价值和价值的矛盾 B、具体劳动和抽象劳动的矛盾 C、个别价值和社会价值的矛盾 D、私人劳动和社会劳动的矛盾 ,正确答案： D
596,劳动力商品的最重要的特征是（ ）,A、劳动力存在于健康的人体内 B、劳动力的使用价值是剩余价值的源泉 C、劳动力在一定条件下可以成为商品 D、劳动力价值的决定受历史因素的 ,正确答案： B
597,准确反映资本家对雇佣工人剥削程度的是( ),A、利润率 B、平均利润 C、年剩余价值率 D、剩余价值率 ,正确答案： D
598,部门内部各个企业之间竞争的直接目的是为了获得（ ）,A、企业利润 B、平均利润 C、超额利润 D、垄断利润 ,正确答案： D
599,金融寡头政治上的统治主要是通过（ ）实现的,A、合作参与制 B、建立政策研究咨询机构对政府施加影响 C、个人联合 D、掌握舆论工具控制新闻媒介 ,正确答案： C
600,国家垄断资本主义对经济的宏观调节，代表着（ ）,A、极少数金融寡头的经济利益 B、国有企业的经济利益 C、中小资本家的利益 D、垄断资产阶级的整体利益 ,正确答案： D
601,第二次世界大战后，出现了一种新型的国际垄断组织（ ）,A、跨国公司 B、国际卡特尔 C、国际辛迪加 D、国际托拉斯 ,正确答案： A
602,经济全球化对世界经济发展（）,A、只有消极的影响 B、只有积极的影响 C、无所谓积极与消极的影响 D、既有积极也有消极的影响 ,正确答案： D
603,中华民族走向共产主义的必经之路是（ ）,A、高度集权的计划经济之路 B、复兴之路 C、建设中国特色社会主义的道路 D、苏联模式之路 ,正确答案： C
604,从对立统一规律来看，建立社会主义和谐社会的哲学基础是矛盾的（）,A、斗争性 B、同一性 C、普遍性 D、特殊性 ,正确答案： B
605,物质的唯一特性是它的( ),A、客观实在性 B、实物性 C、运动性 D、可知性 ,正确答案： A
606,“动中有静，静中有动”这句话说明了（ ）,A、物质和运动的统一性 B、唯物主义和辩证法的统一 C、绝对运动和相对静止的统一 D、一元论和二元论的统一 ,正确答案： C
607,马克思主义哲学认为，世界统一于（ ）,A、存在 B、精神 C、物质 D、原子 ,正确答案： C
608,辨证的矛盾是指（ ）,A、逻辑错误、自相矛盾 B、对立面的冲突、斗争 C、对立面的融合 D、事物内部和事物之间既对立又统一的关系 ,正确答案： D
609,割裂感性认识和理性认识的关系会导致（ ）,A、先验论和经验论 B、不可知论和唯心论 C、唯理论和经验论 D、二元论 ,正确答案： C
610,资本主义生产过程是（）,A、劳动过程和价值形成过程的统一 B、劳动过程和价值增殖过程的统一 C、价值形成过程和价值增殖过程的统一 D、生产过程和流通过程的统一 ,正确答案： B
611,相对剩余价值的获得是（）,A、个别企业提高劳动生产率的结果 B、生产部门提高劳动生产率的结果 C、社会劳动生产率提高的结果 D、企业劳动生产率高于部门平均劳动生产率的结果 ,正确答案： C
612,在生产过程中，生产资料的价值（）,A、逐渐消失 B、能发生价值增殖 C、借助于具体劳动转移到新产品中去 D、借助于抽象劳动而再生产出来 ,正确答案： C
613,社会进步的根源在于（）,A、无产阶级革命 B、科学技术的发展 C、社会基本矛盾运动 D、先进文化的发展 ,正确答案： C
614,实践的三个特点是（ ）,A、直接现实性，自觉能动性，社会历史性 B、革命性，阶级性，科学性 C、形象性，主动性，阶级性 D、形象性，客观性，能动性 ,正确答案： A
615,在物质和运动关系问题上，唯心主义的错误是（ ）,A、设想无运动的物质 B、否认运动的绝对性 C、设想无物质的运动 D、否认静止的存在 ,正确答案： A
616,正确发挥意识能动作用的前提是（）,A、尊重客观规律 B、克服消极保守思想 C、解放思想 D、发挥集体智慧 ,正确答案： A
617,“从物质到感觉和思想”与“从思想感觉到物”是（）的对立,A、能动的反映论和直观的反映论 B、经验论和唯理论 C、可知论和不可知论 D、唯物主义认识论和唯心主义认识论 ,正确答案： D
618,相对真理是指（ ）,A、不包含绝对性的真理 B、包含错误的真理 C、在广度和深度上有待扩展和深化的真理 D、主观真理 ,正确答案： C
619,生产力和生产关系的矛盾、经济基础和上层建筑的矛盾是社会的基本矛盾，这两对矛盾（ ）,A、只存在于封建社会 B、只存在于资本主义社会 C、存在于一切社会形态 D、只存在于社会主义社会 ,正确答案： C
620,“观念的东西不外是移入人的头脑并在人的头脑中改造过的物质的东西而已。”这是（ ）的观点。,A、形而上学唯物主义 B、庸俗唯物主义 C、辨证唯物主义 D、唯心主义 ,正确答案： C
621,在生产力和生产关系的相互作用中（ ）,A、生产关系是矛盾的主要方面，起着主要的决定作用 B、生产力和生产关系平行发展 C、生产力是矛盾的主要方面，起着主要的决定作用 D、先进的生产关系决定生产力的发展 ,正确答案： C
622,事物的质是指（ ）,A、构成事物内在要素的总和 B、组成事物基本要素的内在联系 C、一事物区别于其他事物的内在规定性 D、事物的规模、发展程度和速度等规定性 ,正确答案： C
623,劳动力成为商品是（ ）,A、一切社会经济制度共有的 B、货币转化为资本的决定性条件 C、自然经济转化为商品经济的决定性条件 D、简单商品经济的前提 ,正确答案： B
624,凝结在商品中的无差别的人类劳动是（ ）,A、抽象劳动 B、具体劳动 C、脑力劳动 D、体力劳动 ,正确答案： A
625,在价值增殖过程中，不变资本和可变资本区别在于——（）,A、前者不转移价值，后者转移价值 B、前者不发生价值增值，后者发生价值增值 C、前者转移价值慢，后者转移价值快 D、前者价值增值少，后者价值增值多 ,正确答案： B
